Tiploc_x,Name_x,Stanox_x,Latitude_x,Longitude_x,InBPlan_x,InTPS_x,CRS_x,Easting,Northing,index,CRS_y,InBPlan_y,InTPS_y,Latitude_y,Longitude_y,Name_y,Stanox_y,Tiploc_y
CHDLJN,Cheadle Jn,32397,53.3772103,-2.1871484,True,False,,387647.1654,386722.5533,104058,,1.0,0.0,53.3772103,-2.1871484,Cheadle Jn,32397,CHDLJN
CHDNGTN,Cheddington,70319,51.8583396,-0.6620322,True,True,CED,492239.3739,218596.2006,107650,CED,1.0,1.0,51.8583396,-0.6620322,Cheddington,70319,CHDNGTN
CHDWHLJ,Chadwell Heath Junction,50405,51.5679541,0.1281277,True,False,,547592.7054,187599.0992,110149,,1.0,0.0,51.5679541,0.1281277,Chadwell Heath Junction,50405,CHDWHLJ
CHDWHTT,Chadwell Heath Turnback Siding,50406,51.5686852,0.1360292,True,True,,548137.9094,187696.3648,110170,,1.0,1.0,51.5686852,0.1360292,Chadwell Heath Turnback Siding,50406,CHDWHTT
CHDWLHR,Chadwell Heath Recp,50405,51.5679116,0.127844,True,False,,547573.1824,187593.801,110147,,1.0,0.0,51.5679116,0.127844,Chadwell Heath Recp,50405,CHDWLHR
CHDWLHT,Chadwell Heath,50405,51.5679305,0.1280271,True,True,CTH,547585.8102,187596.2719,110148,CTH,1.0,1.0,51.5679305,0.1280271,Chadwell Heath,50405,CHDWLHT
CHEAM,Cheam,87678,51.3556931,-0.2144231,True,True,CHE,524428.6207,163359.5741,108845,CHE,1.0,1.0,51.3556931,-0.2144231,Cheam,87678,CHEAM
CHEF,Chapel-en-le-Frith,32547,53.3120904,-1.9185696,True,True,CEF,405522.8602,379464.5717,104623,CEF,1.0,1.0,53.3120904,-1.9185696,Chapel-en-le-Frith,32547,CHEF
CHELFD,Chelford,32583,53.2707567,-2.2799969,True,True,CEL,381423.8815,374899.7419,103823,CEL,1.0,1.0,53.2707567,-2.2799969,Chelford,32583,CHELFD
CHELFDL,Chelford Loop,32584,53.264485,-2.2885354,True,True,,380851.6174,374204.2837,103810,,1.0,1.0,53.264485,-2.2885354,Chelford Loop,32584,CHELFDL
CHEP421,Chepstow Sig. 6421,76080,51.6427377,-2.6692829,True,True,,353784.0706,193983.069,103114,,1.0,1.0,51.6427377,-2.6692829,Chepstow Sig. 6421,76080,CHEP421
CHEPEGF,Chepstow East G.f.,76079,51.6398044,-2.6711193,True,False,,353654.0001,193658.0007,103110,,1.0,0.0,51.6398044,-2.6711193,Chepstow East G.f.,76079,CHEPEGF
CHEPSTW,Chepstow,76079,51.6400243,-2.6710798,True,True,CPW,353656.9583,193682.4323,103111,CPW,1.0,1.0,51.6400243,-2.6710798,Chepstow,76079,CHEPSTW
CHES139,Cheshunt Sig. L1395,51939,51.6977307,-0.025782,True,True,,536536.5599,201731.5762,109735,,1.0,1.0,51.6977307,-0.025782,Cheshunt Sig. L1395,51939,CHES139
CHESHNT,Cheshunt,51815,51.7026842,-0.0239128,True,True,CHN,536650.8166,202285.9262,109739,CHN,1.0,1.0,51.7026842,-0.0239128,Cheshunt,51815,CHESHNT
CHETNOL,Chetnole,82315,50.8663587,-2.5729585,True,True,CNO,359775.6773,107584.7285,103265,CNO,1.0,1.0,50.8663587,-2.5729585,Chetnole,82315,CHETNOL
CHFD,Chesterfield,27263,53.2381231,-1.4195936,True,True,CHD,438834.9395,371389.6672,105766,CHD,1.0,1.0,53.2381231,-1.4195936,Chesterfield,27263,CHFD
CHFDDS,Chesterfield Down Sidings,27264,53.2362115,-1.4203584,True,True,,438785.6183,371176.5919,105762,,1.0,1.0,53.2362115,-1.4203584,Chesterfield Down Sidings,27264,CHFDDS
CHFDS13,Chesterfield Sub-sig S13,27272,53.2425617,-1.4185887,True,False,,438897.9954,371883.9968,105768,,1.0,0.0,53.2425617,-1.4185887,Chesterfield Sub-sig S13,27272,CHFDS13
CHFDS14,Chesterfield Sub-sig S14,27272,53.2429282,-1.4184717,True,True,,438905.472,371924.8327,105769,,1.0,1.0,53.2429282,-1.4184717,Chesterfield Sub-sig S14,27272,CHFDS14
CHFDSJ,Chesterfield South Jn,27265,53.2248745,-1.4213909,True,True,,438726.9029,369914.818,105757,,1.0,1.0,53.2248745,-1.4213909,Chesterfield South Jn,27265,CHFDSJ
CHFIELD,Charfield,68151,51.6311077,-2.403406,True,True,,372174.8137,192554.4779,103626,,1.0,1.0,51.6311077,-2.403406,Charfield,68151,CHFIELD
CHFN,Church Fenton,16495,53.8270667,-1.227362,True,True,CHF,450954.3604,437032.1927,106401,CHF,1.0,1.0,53.8270667,-1.227362,Church Fenton,16495,CHFN
CHFNNJN,Church Fenton North Jn,16496,53.8304431,-1.2257344,True,True,,451057.394,437409.0097,106409,,1.0,1.0,53.8304431,-1.2257344,Church Fenton North Jn,16496,CHFNNJN
CHHL,Chathill,12109,55.5367632,-1.7067164,True,True,CHT,418608.4452,627043.4539,104990,CHT,1.0,1.0,55.5367632,-1.7067164,Chathill,12109,CHHL
CHHLCHR,Christon Bank S.B.,12110,55.5009446,-1.6638985,True,False,,421330.0842,623069.3883,105057,,1.0,0.0,55.5009446,-1.6638985,Christon Bank S.B.,12110,CHHLCHR
CHINCS4,Chingford London End Sidings,52728,51.6285399,0.0051882,True,True,,538888.0091,194095.6174,109852,,1.0,1.0,51.6285399,0.0051882,Chingford London End Sidings,52728,CHINCS4
CHINCS5,Chingford Country End Sidings,52730,51.6328948,0.0093172,True,True,,539160.4567,194587.7483,109860,,1.0,1.0,51.6328948,0.0093172,Chingford Country End Sidings,52730,CHINCS5
CHINGFD,Chingford,52731,51.6330486,0.0098753,True,True,CHI,539198.6084,194605.9138,109865,CHI,1.0,1.0,51.6330486,0.0098753,Chingford,52731,CHINGFD
CHIPNHM,Chippenham,75352,51.4625194,-2.1155521,True,True,CPM,392069.0123,173733.7032,104239,CPM,1.0,1.0,51.4625194,-2.1155521,Chippenham,75352,CHIPNHM
CHIRK,Chirk,41407,52.9331133,-3.0661038,True,True,CRK,328439.0762,337833.5475,102237,CRK,1.0,1.0,52.9331133,-3.0661038,Chirk,41407,CHIRK
CHIRKKA,Chirk Kronospan (AMEC),41402,52.9405244,-3.0622973,True,True,,328707.1232,338654.155,102246,,1.0,1.0,52.9405244,-3.0622973,Chirk Kronospan (AMEC),41402,CHIRKKA
CHIRKKN,Chirk Kronospan,41406,52.9405616,-3.0623036,True,True,,328706.7611,338658.2993,102245,,1.0,1.0,52.9405616,-3.0623036,Chirk Kronospan,41406,CHIRKKN
CHIRKWR,Weston Rhyn S.B.,41409,52.917491,-3.0537744,True,False,,329242.2613,336083.5091,102266,,1.0,0.0,52.917491,-3.0537744,Weston Rhyn S.B.,41409,CHIRKWR
CHISWCK,Chiswick,87148,51.480815,-0.2676034,True,True,CHK,520396.9372,177184.805,108606,CHK,1.0,1.0,51.480815,-0.2676034,Chiswick,87148,CHISWCK
CHITSHL,Chitts Hill S.B.,50060,51.8966344,0.8449818,True,True,,595842.5077,225834.45,110851,,1.0,1.0,51.8966344,0.8449818,Chitts Hill S.B.,50060,CHITSHL
CHLFNAL,Chalfont & Latimer,70366,51.668097,-0.561129,True,True,CFO,499605.3465,197571.0955,107764,CFO,1.0,1.0,51.668097,-0.561129,Chalfont & Latimer,70366,CHLFNAL
CHLKWEL,Chalkwell,51011,51.5387258,0.6682879,True,True,CHW,585143.169,185577.0997,110741,CHW,1.0,1.0,51.5387258,0.6682879,Chalkwell,51011,CHLKWEL
CHLM713,Chelmsford Sig. L713,50220,51.7326613,0.4633459,True,True,,570205.119,206643.2981,110559,,1.0,1.0,51.7326613,0.4633459,Chelmsford Sig. L713,50220,CHLM713
CHLMABL,Chelmsford Arbour Lane,50220,51.7407552,0.4839745,True,True,,571598.7854,207591.6184,110595,,1.0,1.0,51.7407552,0.4839745,Chelmsford Arbour Lane,50220,CHLMABL
CHLMBHC,Chelmsford Brick House Xov,50218,51.7633352,0.5383352,True,True,,575264.0641,210231.6386,110645,,1.0,1.0,51.7633352,0.5383352,Chelmsford Brick House Xov,50218,CHLMBHC
CHLMBPK,Chelmsford Beaulieu Park,50218,51.7370427,0.4652773,True,False,,570322.007,207135.0028,110563,,1.0,0.0,51.7370427,0.4652773,Chelmsford Beaulieu Park,50218,CHLMBPK
CHLMDGL,Chelmsford DGL,50219,51.7382619,0.4753878,True,True,,571015.4263,207294.2164,110580,,1.0,1.0,51.7382619,0.4753878,Chelmsford DGL,50219,CHLMDGL
CHLMGBF,Chelmsford Recp (GBRf),50222,51.7384559,0.4757928,True,True,,571042.6541,207316.7377,110582,,1.0,1.0,51.7384559,0.4757928,Chelmsford Recp (GBRf),50222,CHLMGBF
CHLMSFD,Chelmsford,50223,51.7366569,0.4689496,True,True,CHM,570576.9919,207100.679,110575,CHM,1.0,1.0,51.7366569,0.4689496,Chelmsford,50223,CHLMSFD
CHLMSFR,Chelmsford Recp.,50221,51.738284,0.4751568,True,True,,570999.3953,207296.1326,110579,,1.0,1.0,51.738284,0.4751568,Chelmsford Recp.,50221,CHLMSFR
CHLSFLD,Chelsfield,88495,51.3563876,0.1086056,True,True,CLD,546917.256,164033.9015,110125,CLD,1.0,1.0,51.3563876,0.1086056,Chelsfield,88495,CHLSFLD
CHLT420,Cheltenham Sig. 420,68094,51.9106241,-2.0938926,True,True,,393637.9964,223569.8047,104305,,1.0,1.0,51.9106241,-2.0938926,Cheltenham Sig. 420,68094,CHLT420
CHLT422,Cheltenham Sig. 422,68080,51.9109421,-2.0938176,True,True,,393643.2013,223605.1674,104306,,1.0,1.0,51.9109421,-2.0938176,Cheltenham Sig. 422,68080,CHLT422
CHLTALC,Alstone L.C.,68078,51.9030895,-2.0971284,True,True,,393414.2873,222732.0669,104300,,1.0,1.0,51.9030895,-2.0971284,Alstone L.C.,68078,CHLTALC
CHLTLDL,Cheltenham Lansdown Loop,68079,51.8916389,-2.1116277,True,True,,392414.7684,221459.9177,104254,,1.0,1.0,51.8916389,-2.1116277,Cheltenham Lansdown Loop,68079,CHLTLDL
CHLTNHM,Cheltenham Spa,68076,51.896911,-2.1002134,True,True,CNM,393201.0888,222045.1567,104288,CNM,1.0,1.0,51.896911,-2.1002134,Cheltenham Spa,68076,CHLTNHM
CHLTNHS,Cheltenham High Street,68069,51.9069766,-2.0955715,True,True,,393521.9722,223164.2646,104303,,1.0,1.0,51.9069766,-2.0955715,Cheltenham High Street,68069,CHLTNHS
CHLTRAC,Cheltenham Racecourse (Bus),<NA>,51.9243322,-2.0678101,True,True,CRC,395433.6162,225092.4826,104385,CRC,1.0,1.0,51.9243322,-2.0678101,Cheltenham Racecourse (Bus),,CHLTRAC
CHLWTH,Chilworth,87082,51.215179,-0.5244544,True,True,CHL,503155.8933,147253.9092,107854,CHL,1.0,1.0,51.215179,-0.5244544,Chilworth,87082,CHLWTH
CHMS,Chalmerston,8635,55.3370441,-4.4120009,True,True,,247113.4821,607427.4673,100539,,1.0,1.0,55.3370441,-4.4120009,Chalmerston,8635,CHMS
CHMSFHH,Chalmerston (FHH),8634,55.3370101,-4.4119558,True,True,,247116.211,607423.5856,100540,,1.0,1.0,55.3370101,-4.4119558,Chalmerston (FHH),8634,CHMSFHH
CHMSRPG,Dalmellington Ayrshire Rpg,8636,55.3327435,-4.3891362,True,False,,248546.9907,606899.0055,100560,,1.0,0.0,55.3327435,-4.3891362,Dalmellington Ayrshire Rpg,8636,CHMSRPG
CHNELSJ,Channelsea Jn,52219,51.5420226,-0.0123869,True,True,,537933.2183,184441.3942,109808,,1.0,1.0,51.5420226,-0.0123869,Channelsea Jn,52219,CHNELSJ
CHNELUL,Channelsea Up Loop,52209,51.5424066,-0.0133556,True,True,,537864.8875,184482.2712,109800,,1.0,1.0,51.5424066,-0.0133556,Channelsea Up Loop,52209,CHNELUL
CHNL168,Chinley Sig. Cy168,33997,53.313524,-1.9178272,True,True,,405572.1415,379624.1175,104625,,1.0,1.0,53.313524,-1.9178272,Chinley Sig. Cy168,33997,CHNL168
CHNLY,Chinley,34001,53.3401484,-1.9444204,True,True,CLY,403798.0713,382584.4118,104580,CLY,1.0,1.0,53.3401484,-1.9444204,Chinley,34001,CHNLY
CHNLYEJ,Chinley East Jn,33998,53.3361458,-1.913268,True,True,,405872.8527,382141.1759,104632,,1.0,1.0,53.3361458,-1.913268,Chinley East Jn,33998,CHNLYEJ
CHNLYNJ,Chinley North Jn,34002,53.3381004,-1.9220538,True,True,,405287.5704,382357.9556,104613,,1.0,1.0,53.3381004,-1.9220538,Chinley North Jn,34002,CHNLYNJ
CHNLYSJ,Chinley South Jn,33999,53.3261582,-1.9184702,True,True,,405527.7027,381029.6363,104624,,1.0,1.0,53.3261582,-1.9184702,Chinley South Jn,33999,CHNLYSJ
CHNOBUS,Chipping Norton West St,<NA>,51.9402593,-1.5462203,True,True,CPG,431291.3198,226958.9324,105414,CPG,1.0,1.0,51.9402593,-1.5462203,Chipping Norton West St,,CHNOBUS
CHNRBVH,Bledlow Village Hall,<NA>,51.7139483,-0.87423,True,True,,477874.1962,202290.3436,107297,,1.0,1.0,51.7139483,-0.87423,Bledlow Village Hall,,CHNRBVH
CHNRESW,Chinnor Estover Way,<NA>,51.7001194,-0.9102789,True,True,,475406.6662,200714.5599,107268,,1.0,1.0,51.7001194,-0.9102789,Chinnor Estover Way,,CHNRESW
CHNRLOW,Chinnor Lower Road,<NA>,51.698626,-0.8756483,True,True,,477802.4536,200584.7549,107296,,1.0,1.0,51.698626,-0.8756483,Chinnor Lower Road,,CHNRLOW
CHNRRED,Chinnor The Red Lion,<NA>,51.6926639,-0.9057926,True,True,XCQ,475729.1278,199890.028,107271,XCQ,1.0,1.0,51.6926639,-0.9057926,Chinnor The Red Lion,,CHNRRED
CHNRWHT,Chinnor The Wheatsheaf,<NA>,51.6907168,-0.9039128,True,True,,475862.3076,199675.4287,107274,,1.0,1.0,51.6907168,-0.9039128,Chinnor The Wheatsheaf,,CHNRWHT
CHOLSEY,Cholsey,74301,51.5703789,-1.1586974,True,True,CHO,458405.0243,186058.2898,106785,CHO,1.0,1.0,51.5703789,-1.1586974,Cholsey,74301,CHOLSEY
CHORBUK,Buckshaw Village,30201,53.6729915,-2.6595258,True,True,BSV,356526.7872,419815.4945,103164,BSV,1.0,1.0,53.6729915,-2.6595258,Buckshaw Village,30201,CHORBUK
CHORLEY,Chorley,30213,53.6530168,-2.6269544,True,True,CRL,358658.951,417573.7282,103235,CRL,1.0,1.0,53.6530168,-2.6269544,Chorley,30213,CHORLEY
CHORROF,Chorley R.o.f.,30202,53.673219,-2.6614789,True,False,,356397.9954,419842.004,103162,,1.0,0.0,53.673219,-2.6614789,*,30202,"CHORROF,EUXTSGF"
CHOS,Church & Oswaldtwistle,29063,53.7505259,-2.3908438,True,True,CTW,374324.272,428310.6396,103667,CTW,1.0,1.0,53.7505259,-2.3908438,Church & Oswaldtwistle,29063,CHOS
CHPLTWN,Chapeltown,25307,53.4625466,-1.466445,True,True,CLN,435521.5515,396332.4966,105583,CLN,1.0,1.0,53.4625466,-1.466445,Chapeltown,25307,CHPLTWN
CHPNJN,Chippenham Jn,46277,52.2647813,0.4290486,True,True,,565859.2807,265736.6775,110518,,1.0,1.0,52.2647813,0.4290486,Chippenham Jn,46277,CHPNJN
CHPSDBY,Chipping Sodbury,81011,51.532497,-2.3823137,True,True,,373577.3417,181579.3794,103650,,1.0,1.0,51.532497,-2.3823137,Chipping Sodbury,81011,CHPSDBY
CHPWKSC,Chappel & Wakes Colne,50107,51.9260447,0.7586482,True,True,CWC,589779.5238,228875.9983,110788,CWC,1.0,1.0,51.9260447,0.7586482,Chappel & Wakes Colne,50107,CHPWKSC
CHPWKSM,Chappel & Wakes Colne Steam Museum,50107,51.9266023,0.7589965,True,True,,589801.1163,228938.9082,110789,,1.0,1.0,51.9266023,0.7589965,Chappel & Wakes Colne Steam Museum,50107,CHPWKSM
CHRDJSB,Chard Jn. S.B.,83468,50.8395798,-2.9363718,True,True,,334163.8805,104868.2711,102509,,1.0,1.0,50.8395798,-2.9363718,Chard Jn. S.B.,83468,CHRDJSB
CHRISTC,Christchurch,86915,50.738241,-1.7849596,True,True,CHR,415270.7994,93203.0929,104918,CHR,1.0,1.0,50.738241,-1.7849596,Christchurch,86915,CHRISTC
CHRNGXG,Charing Cross,6365,55.8647336,-4.2704601,True,True,CHC,258010.1295,665837.2507,100731,CHC,1.0,1.0,55.8647336,-4.2704601,Charing Cross,6365,CHRNGXG
CHRSTSH,Christ's Hospital,87948,51.0507527,-0.3639967,True,True,CHH,514768.9657,129206.9213,108203,CHH,1.0,1.0,51.0507527,-0.3639967,Christ's Hospital,87948,CHRSTSH
CHRTLCN,Chart Leacon Traction & Rolling Stock Maintenance Depot,89417,51.1476679,0.8512451,True,True,XEV,599519.862,142576.7257,110881,XEV,1.0,1.0,51.1476679,0.8512451,Chart Leacon Traction & Rolling Stock Maintenance Depot,89417,CHRTLCN
CHRW,Chorleywood,70368,51.6540668,-0.5181506,True,True,CLW,502609.1268,196070.2064,107841,CLW,1.0,1.0,51.6540668,-0.5181506,Chorleywood,70368,CHRW
CHRX,London Charing Cross,88401,51.5076819,-0.1240509,True,True,CHX,530288.1158,180418.1054,109269,CHX,1.0,1.0,51.5076819,-0.1240509,London Charing Cross,88401,CHRX
CHRX002,Charing Cross Sig. TL1002,88381,51.5061734,-0.1205356,True,True,,530536.3669,180256.6138,109295,,1.0,1.0,51.5061734,-0.1205356,Charing Cross Sig. TL1002,88381,CHRX002
CHRX004,Charing Cross Sig. TL1004,88382,51.5058382,-0.1188891,True,True,,530651.5872,180222.2739,109303,,1.0,1.0,51.5058382,-0.1188891,Charing Cross Sig. TL1004,88382,CHRX004
CHRX016,Charing Cross Sig. TL1016,88380,51.5046088,-0.1150805,True,True,,530919.4154,180092.3607,109331,,1.0,1.0,51.5046088,-0.1150805,Charing Cross Sig. TL1016,88380,CHRX016
CHRXBAL,Charing Cross (ballast),88397,51.5067874,-0.1221584,True,False,,530421.9976,180322.0019,109278,,1.0,0.0,51.5067874,-0.1221584,Charing Cross (ballast),88397,CHRXBAL
CHRYHNT,Cherry Hinton,47007,52.1879524,0.1851863,True,True,CYH,549477.5072,256662.4084,110197,CYH,1.0,1.0,52.1879524,0.1851863,Cherry Hinton,47007,CHRYHNT
CHSD,Chipstead,87710,51.3093279,-0.1694076,True,True,CHP,527691.5201,158280.9819,109005,CHP,1.0,1.0,51.3093279,-0.1694076,Chipstead,87710,CHSD
CHSL22,Up Chatham Loop Sig. AD22,88513,51.4028821,0.0601446,True,True,,543397.9889,169108.122,109996,,1.0,1.0,51.4028821,0.0601446,Up Chatham Loop Sig. AD22,88513,CHSL22
CHSLHRJ,Chislehurst Jn,<NA>,51.4037091,0.0594002,False,False,,543343.6301,169198.6284,109994,,0.0,0.0,51.4037091,0.0594002,Chislehurst Jn,,CHSLHRJ
CHSLHRS,Chislehurst,88483,51.4054298,0.0573654,True,True,CIT,543196.7362,169385.9935,109988,CIT,1.0,1.0,51.4054298,0.0573654,Chislehurst,88483,CHSLHRS
CHSPLUL,Chiswick Park LUL,<NA>,51.4930346,-0.2696386,True,True,,520223.5032,178540.344,108595,,1.0,1.0,51.4930346,-0.2696386,Chiswick Park LUL,,CHSPLUL
CHSRD,Chester Road,65605,52.5360867,-1.8323444,True,True,CRD,411469.0338,293149.2112,104827,CRD,1.0,1.0,52.5360867,-1.8323444,Chester Road,65605,CHSRD
CHSS161,Chessington South Sig. W1161,87407,51.3586959,-0.3063224,True,True,,518022.2611,163541.7349,108384,,1.0,1.0,51.3586959,-0.3063224,Chessington South Sig. W1161,87407,CHSS161
CHSSCCD,Chessington South Sidings,87408,51.354745,-0.3094431,True,True,,517815.1163,163097.3694,108349,,1.0,1.0,51.354745,-0.3094431,Chessington South Sidings,87408,CHSSCCD
CHSSN,Chessington North,87405,51.3641934,-0.3005511,True,True,CSN,518409.9081,164162.3689,108426,CSN,1.0,1.0,51.3641934,-0.3005511,Chessington North,87405,CHSSN
CHSSS,Chessington South,87411,51.3568929,-0.3080048,True,True,CSS,517909.7533,163338.532,108358,CSS,1.0,1.0,51.3568929,-0.3080048,Chessington South,87411,CHSSS
CHSSUSD,Chessington South Up Siding,87406,51.3567379,-0.3081877,True,True,,517897.4164,163321.0017,108357,,1.0,1.0,51.3567379,-0.3081877,Chessington South Up Siding,87406,CHSSUSD
CHST,Chester,40320,53.1966486,-2.8790055,True,True,CTR,341374.2179,366979.5208,102762,CTR,1.0,1.0,53.1966486,-2.8790055,Chester,40320,CHST
CHST106,Chester Sig. CR106,40313,53.1982956,-2.8835913,True,True,,341070.1277,367166.5158,102742,,1.0,1.0,53.1982956,-2.8835913,Chester Sig. CR106,40313,CHST106
CHST527,Chester Sig. CR527,40321,53.1945776,-2.8694933,True,True,,342006.8784,366741.3655,102786,,1.0,1.0,53.1945776,-2.8694933,Chester Sig. CR527,40321,CHST527
CHST528,Chester Sig. CR528,40323,53.195039,-2.872039,True,True,,341837.4308,366794.7643,102782,,1.0,1.0,53.195039,-2.872039,Chester Sig. CR528,40323,CHST528
CHST97,Chester Sig. Cr97,40314,53.1974775,-2.8805526,True,False,,341271.9993,367073.003,102758,,1.0,0.0,53.1974775,-2.8805526,Chester Sig. Cr97,40314,CHST97
CHSTBLP,Chester Bache Loop,40305,53.2047213,-2.8893182,True,False,,340696.4458,367886.0843,102727,,1.0,0.0,53.2047213,-2.8893182,Chester Bache Loop,40305,CHSTBLP
CHSTCE,Chester Brook Lane Siding Ce,40312,53.1992417,-2.8875049,True,False,,340809.9964,367275.0014,102731,,1.0,0.0,53.1992417,-2.8875049,Chester Brook Lane Siding Ce,40312,CHSTCE
CHSTRBL,Chester Ballast Hole Sidings,40306,53.1962557,-2.8761499,True,False,,341564.4504,366933.4722,102777,,1.0,0.0,53.1962557,-2.8761499,Chester Ballast Hole Sidings,40306,CHSTRBL
CHSTRCW,Chester Carriage & Wagon Maintenance Depot,40301,53.1989008,-2.88403,True,False,,341041.6536,367234.2034,102740,,1.0,0.0,53.1989008,-2.88403,Chester Carriage & Wagon Maintenance Depot,40301,CHSTRCW
CHSTRDD,Chester Diesel Multiple Unit Depot/Traincare Depo,40304,53.1994116,-2.8852853,True,True,XCH,340958.5013,367292.0645,102737,XCH,1.0,1.0,53.1994116,-2.8852853,Chester Diesel Multiple Unit Depot/Traincare Depo,40304,CHSTRDD
CHSTRDT,Chester Down Through Line,40320,53.1969057,-2.8789587,True,False,,341377.6958,367008.0835,102763,,1.0,0.0,53.1969057,-2.8789587,Chester Down Through Line,40320,CHSTRDT
CHSTREJ,Chester East Jn,40319,53.1948969,-2.8715791,True,True,,341867.9629,366778.5819,102784,,1.0,1.0,53.1948969,-2.8715791,Chester East Jn,40319,CHSTREJ
CHSTRJN,Chester Roodee Jn,40239,53.1914486,-2.8993414,True,True,,340008.4101,366417.9351,102695,,1.0,1.0,53.1914486,-2.8993414,Chester Roodee Jn,40239,CHSTRJN
CHSTRMY,Chester Middle Yard,40320,53.1971235,-2.8790873,True,True,,341369.4025,367032.4182,102761,,1.0,1.0,53.1971235,-2.8790873,Chester Middle Yard,40320,CHSTRMY
CHSTRNJ,Chester North Jn,40305,53.2019,-2.8871263,True,True,,340838.9549,367570.4104,102733,,1.0,1.0,53.2019,-2.8871263,Chester North Jn,40305,CHSTRNJ
CHSTRSJ,Chester South Jn,40238,53.1973522,-2.8906644,True,True,,340596.3221,367067.4274,102724,,1.0,1.0,53.1973522,-2.8906644,Chester South Jn,40238,CHSTRSJ
CHSTRWJ,Chester West Jn,40303,53.198086,-2.8832163,True,True,,341094.8906,367142.8895,102745,,1.0,1.0,53.198086,-2.8832163,Chester West Jn,40303,CHSTRWJ
CHSTST,Chester Brook Lane Siding S&t,40307,53.2046252,-2.889053,True,False,,340714.0262,367875.1735,102728,,1.0,0.0,53.2046252,-2.889053,Chester Brook Lane Siding S&t,40307,CHSTST
CHSTYD,Chester Yard,40320,53.1969634,-2.8785248,True,False,XCZ,341406.7611,367014.1462,102767,XCZ,1.0,0.0,53.1969634,-2.8785248,Chester Yard,40320,CHSTYD
CHSW,Chestfield & Swalecliffe,89486,51.3604152,1.0687002,True,True,CSW,613737.3686,166841.6905,110978,CSW,1.0,1.0,51.3604152,1.0687002,Chestfield & Swalecliffe,89486,CHSW
CHTHAP,Chathill APCO,12117,55.5257479,-1.6882025,True,True,,419782.4141,625822.6276,105015,,1.0,1.0,55.5257479,-1.6882025,Chathill APCO,12117,CHTHAP
CHTISHM,Chettisham S.B.,46218,52.4265764,0.2793982,True,True,,555081.32,283398.0226,110315,,1.0,1.0,52.4265764,0.2793982,Chettisham S.B.,46218,CHTISHM
CHTLRT,Chatelherault,7490,55.7652115,-4.0044719,True,True,CTE,274332.6737,654248.9919,101120,CTE,1.0,1.0,55.7652115,-4.0044719,Chatelherault,7490,CHTLRT
CHTNJN,Charlestown Jn,3342,56.0642087,-3.4568634,True,True,,309388.799,686664.7774,101801,,1.0,1.0,56.0642087,-3.4568634,Charlestown Jn,3342,CHTNJN
CHTR,Cherry Tree,29162,53.7331816,-2.5186526,True,True,CYT,365882.1903,426434.9314,103426,CYT,1.0,1.0,53.7331816,-2.5186526,Cherry Tree,29162,CHTR
CHTSEY,Chertsey,86012,51.3873569,-0.5099966,True,True,CHY,503777.0299,166421.2601,107878,CHY,1.0,1.0,51.3873569,-0.5099966,Chertsey,86012,CHTSEY
CHTV,Chatterley Valley,43042,53.0580407,-2.2270777,True,False,,384877.9957,351223.0053,103922,,1.0,0.0,53.0580407,-2.2270777,Chatterley Valley,43042,CHTV
CHUNCTR,Eurotunnel Boundary (CTRL),89582,51.0943034,1.130193,True,True,,619278.797,137437.549,111069,,1.0,1.0,51.0943034,1.130193,Eurotunnel Boundary (CTRL),89582,CHUNCTR
CHUNEOB,Netw.rail/et Ops Boundary,89734,51.0980841,1.1356086,True,False,,619640.0116,137874.0105,111071,,1.0,0.0,51.0980841,1.1356086,Netw.rail/et Ops Boundary,89734,CHUNEOB
CHUNFRP,Channel Tunnel French Tunnel Portal,705,50.9228632,1.7801584,True,False,,665756.4945,120518.4022,111277,,1.0,0.0,50.9228632,1.7801584,Channel Tunnel French Tunnel Portal,705,CHUNFRP
CHUNUKP,Channel Tunnel UK Tunnel Portal,89641,51.0972201,1.1574015,True,False,,621169.6671,137843.214,111074,,1.0,0.0,51.0972201,1.1574015,Channel Tunnel UK Tunnel Portal,89641,CHUNUKP
CHURCHL,Church Lane L Xing,50225,51.6774358,0.4046858,True,True,,566357.2291,200367.1844,110521,,1.0,1.0,51.6774358,0.4046858,Church Lane L Xing,50225,CHURCHL
CHUSTON,Churston T&D Railway,83638,50.3961318,-3.5570188,True,True,CHS,289428.0696,56298.0701,101412,CHS,1.0,1.0,50.3961318,-3.5570188,Churston T&D Railway,83638,CHUSTON
CHVNGTN,Chevington Loop,12116,55.273566,-1.6534209,True,True,,422117.8419,597767.966,105077,,1.0,1.0,55.273566,-1.6534209,Chevington Loop,12116,CHVNGTN
CHVNLDS,Chevington Loop Down Sidings,12122,55.265721,-1.6521866,True,True,,422200.6144,596895.3133,105078,,1.0,1.0,55.265721,-1.6521866,Chevington Loop Down Sidings,12122,CHVNLDS
CHVNNC,Chevington North Crossovers,12123,55.2808828,-1.6549209,True,True,,422018.5131,598581.7561,105075,,1.0,1.0,55.2808828,-1.6549209,Chevington North Crossovers,12123,CHVNNC
CILMERY,Cilmeri,79085,52.1503451,-3.45706,True,True,CIM,300404.0802,251230.3854,101681,CIM,1.0,1.0,52.1503451,-3.45706,Cilmeri,79085,CILMERY
CIVI,Park Lane (Sunderland),14034,54.9022846,-1.3848816,True,True,CIC,439542.7251,556568.7525,105792,CIC,1.0,1.0,54.9022846,-1.3848816,Park Lane (Sunderland),14034,CIVI
