service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
NG65078220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65079220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65081220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65082220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65085220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65087220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65088220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65089220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65090220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65091220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65093220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65094220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65095220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65096220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65097220516220909 _service,1,1,1,1,1,0,0,20220516,20220909
NG65098220516220909 _service,1,1,1,1,1,0,0,20220516,20220909
NG65103220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65107220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65108220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65110220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65111220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65112220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65113220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65114220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65115220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65120220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65122220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65142220516221208 _service,1,1,1,1,0,0,0,20220516,20221208
NG65144220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65152220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65154220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65156220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65157220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65166220516221208 _service,1,1,1,1,0,0,0,20220516,20221208
NG65168220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65169220516221208 _service,1,1,1,1,0,0,0,20220516,20221208
NG65171220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65172220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG65173220516221208 _service,1,1,1,1,0,0,0,20220516,20221208
NG65656220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG69596220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG90087220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90088220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90089220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90090220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90091220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90092220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90093220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90094220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90095220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90096220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90097220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90098220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90099220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90100220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90101220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90102220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90103220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90104220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG90105220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90106220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90107220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG90108220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90109220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90111220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90113220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG90114220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG90115220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90120220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90122220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NG90125220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90126220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90127220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90128220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NG90129220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NP42079220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42083220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42098220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42104220516221007 _service,1,1,1,1,1,0,0,20220516,20221007
NP42162220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42169220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42170220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42171220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42172220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42173220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42174220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42175220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42176220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42177220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42178220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42179220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42180220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42181220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42182220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42183220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42184220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42185220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42186220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42187220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42188220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42189220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42190220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42191220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42192220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42193220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42194220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42195220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42196220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42197220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42198220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42199220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42200220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42201220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42202220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42203220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42204220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42205220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42206220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42207220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42209220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42210220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42211220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42212220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42213220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42214220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42215220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42216220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42217220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42218220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42223220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42224220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42225220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42226220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42227220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42228220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42229220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42230220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42231220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42232220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42233220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42234220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42235220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42236220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42237220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42238220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42250220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42277220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42278220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42302220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42303220516221007 _service,1,1,1,1,1,0,0,20220516,20221007
NP42315220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42341220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42345220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42347220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42353220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42368220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42383220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42384220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42389220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42390220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42391220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42392220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42393220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42394220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42399220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42400220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42412220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42414220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42417220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42420220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42423220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42428220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42432220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42433220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42434220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42435220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42436220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42437220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42438220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42439220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42440220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42441220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42442220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42443220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42444220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42445220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42446220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42447220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42448220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42449220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42450220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42451220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42452220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42453220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42455220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42456220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42457220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NP42458220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36425220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36429220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36447220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36460220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36469220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36477220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36500220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36508220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36511220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36514220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36723220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36724220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36725220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36726220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36813220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36814220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36817220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36819220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36820220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36823220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36827220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36833220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36836220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36838220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36839220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36841220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36843220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36845220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36846220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36847220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36848220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36885220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NC36886220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36887220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NC36888220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NC36889220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NC36890220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NC36891220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NC36892220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
